sq	1512673
dg	29534
khc	1637459
sre	1032208
ecl	31462
hmc	715153
rop	882835
mpc	1510295
gld	1222333
aep	4904
itub	1132597
snps	883241
aig	5272
ctsh	1058290
smfg	1022837
stla	1605484
nxpi	1413447
tak	1395064
adm	7084
su	311337
adsk	769397
aph	820313
idxx	874716
orly	898173
spg	1063761
payx	723531
bsbr	1471055
vod	839923
ddog	1561550
jci	833444
hsy	47111
syy	96021
tel	1385157
dow	1751788
kmb	55785
iqv	1478242
exc	1109357
kr	56873
coin	1679788
gold	756894
abev	1565025
mck	927653
mnst	865752
bax	10456
kmi	1506307
trv	86312
cdns	813672
mraay	1450468
dxcm	1093557
rivn	1874178
bk	1390777
lulu	1397187
wba	1618921
rsg	1060391
gis	40704
crwd	1535527
msci	1408198
stz	16918
wmb	107263
cmg	1058090
lyg	1160106
dvn	1090012
pru	1137774
a	1090872
wit	1123799
dell	1571996
nue	73309
ifnny	1107457
afl	4977
dlr	1297996
hpq	47217
ctas	723254
puk	1116578
ttd	1671933
azo	866787
carr	1783180
dd	1666700
xel	72903
hlt	1585689
mfc	1086888
apo	1858681
well	766704
o	726728
msi	68505
mchp	827054
bbd	1160330
ctva	1755672
lcid	1811210
gpn	1123360
rmd	943819
psx	1534701
cpng	1834584
alc	1167379
ing	1039765
odfl	878927
algn	1097149
ph	76334
all	899051
anet	1596532
iau	1278680
ec	1444406
sbac	1034054
tt	1466258
tu	868675
ea	712515
net	1477333
wcn	1318220
lng	3570
vlo	1035002
tdg	1260221
bcs	312069
ebay	1065088
yum	1041061
expgy	1376891
bbva	842180
danoy	1048515
avb	915912
peg	788784
stm	932787
tsn	100493
cht	1132924
eqr	906107
et	1276187
glw	24741
mplx	1552000
otis	1781335
nu	1691493
mfg	1335730
ajg	354190
bntx	1776985
kkr	1404912
zm	1585521
bf-a	14693
dfs	1393612
dnbby	1498632
lyb	1489393
gfs	1709048
ferg	1832433
cve	1475260
dltr	935703
imo	49938
mtd	1037646
sivb	719739
trow	1113169
ed	1047862
rost	745732
zs	1713683
iff	51253
hes	4447
amp	820027
rok	1024478
lvs	1300514
fast	815556
dash	1792789
biib	875045
lgfry	1554394
clpby	1294325
crh	849395
hal	45012
pcar	75362
nwg	844150
slf	1097362
oke	1039684
fitb	35527
abc	1140859
dhi	882184
fnv	1456346
vrsk	1442145
ame	1037868
tlk	1001807
are	1035443
oran	1038143
wec	783325
cbre	1138118
nio	1736541
frc	1132979
es	72741
wy	106535
stt	93751
ppg	79879
bll	9389
vwdry	1330306
awk	1410636
veev	1393052
cmi	26172
baesy	895564
bkr	1701605
ndaq	1120193
wst	105770
aptv	1521332
codyy	1012037
cqp	1383650
arzgy	1379235
rkt	1805284
li	1791706
hrl	48465
cprt	900075
hcmly	948696
tscdy	885834
keys	1601046
efx	33185
mkc	63754
fmx	1061736
mtch	891103
eric	717826
dia	1041130
cern	804753
rci	733099
nok	924613
anss	1013462
len	920760
phg	313216
exr	1289490
xpev	1810997
gwlif	850918
mt	1243429
rweoy	939380
expe	1324424
twtr	1418091
twlo	1447669
mdy	936958
swk	93556
wegzy	1445166
u	1810806
spot	1639920
lh	920148
lyv	1335258
ckhuy	1637120
bby	764478
tsco	916365
pcg	1004980
zbh	1136869
gww	277135
cabhf	1436647
on	1097864
chd	313927
fang	1539838
eix	827052
dte	936340
tef	814052
siri	908937
maa	912595
okta	1660134
poahy	1450346
ste	1757898
rblx	1315098
fe	1031296
ibkr	1381197
ppery	1461748
vrsn	1014473
sgen	1060736
luv	92380
caj	16988
sauhy	1451279
foxa	1754301
vmc	1396009
invh	1687229
mlm	916076
lbrda	1611983
cdw	1402057
caixy	1535628
stx	1137789
hig	874766
ix	1070304
aee	1002910
zto	1677250
uri	1067701
csgp	1057352
umc	1033767
mtb	36270
etr	65984
hznp	1492426
fts	1666175
swks	4127
vtr	740260
sqm	909037
ntrs	73124
pki	31791
it	749251
clr	732834
mos	1285785
k	55067
ess	920522
dal	27904
teck	886986
pltr	1321655
dov	29905
hban	49196
ftv	1659166
hubs	1404655
key	91576
yumc	1673358
vfc	103379
rf	1281761
jbht	728535
mgddy	896076
zi	1794515
enph	1463101
grmn	1121788
ctra	858470
hpe	1645590
anyyy	1700171
zbra	877212
sui	912593
wpm	1323404
ccep	1650107
tdy	1094285
coo	711404
dre	783280
db	1159508
alb	915913
bill	1786352
rjf	720005
splk	1353283
mdb	1441816
syf	1601712
gmab	1434265
cfg	759944
tw	1758730
ttm	926042
docu	1261333
gnrc	1474735
ccl	815097
avtr	1722482
pba	1546066
ach	1161611
ppl	922224
ulta	1403568
cinf	20286
wat	1000697
alny	1178670
gib	1061574
cf	1324404
mgm	789570
imbby	1072670
didi	1764757
cms	811156
chkp	1015922
ssnc	1402436
etsy	1370637
bro	79282
bxp	1037540
payc	1590955
mpwr	1280452
ryaay	1038683
moh	1179929
ir	1699150
hei	46619
mga	749098
chwy	1766502
pool	945841
app	1751008
elp	1041792
cvna	1690820
mro	101778
tsgty	939383
sbny	1288784
cuk	1125259
bgne	1651308
tru	1552033
iclr	1060955
flt	1175454
cnhi	1567094
bip	1406234
akam	1086222
ttwo	946581
ter	97210
holx	859737
cnp	1130310
podd	1145197
kb	1445930
udr	74208
nuan	1002517
pkx	889132
ntap	1002047
pfg	1126328
peak	765880
clx	21076
rcl	884887
acgl	947484
cs	1159510
cpt	906345
vici	1705696
qsr	1618756
gpc	40987
bio	12208
lsxma	1560385
fms	1333141
agr	1634997
amcr	1748790
mkl	1096343
ctlt	1596783
snmry	1437771
dri	940944
nvr	906163
wab	943452
br	1383312
tyl	860731
wmg	1319161
nlok	849399
omc	29989
dgx	1022079
znh	1041668
czr	1590895
expd	746515
aci	1646972
aa	1675149
rol	84839
trmb	864749
kmx	1170010
j	52988
rprx	1802768
cag	23217
tech	842023
tfx	96943
ip	51434
xp	1787425
roku	1428439
viv	1066119
tcom	1269238
dish	1001082
trgp	1389170
wrb	11544
shg	1263043
cck	1219601
zshgy	1495686
pins	1506293
entg	1101302
txt	217346
xm	1747748
wdc	106040
fds	1013237
ui	1511737
pwr	1050915
cg	1527166
incy	879169
l	60086
emn	915389
ally	40729
ssl	314590
sedg	1419612
fmc	37785
ce	1306830
xyl	1524472
stld	1022671
ptaiy	1455967
ts	1190723
ato	731802
suz	909327
lnt	352541
bg	1144519
cah	721371
ldos	1336920
asx	1122411
irm	1020569
wpc	1025378
dpz	1286681
iep	813762
sjr	932872
path	1734722
icl	941221
evrg	1711269
kim	879101
snn	845982
iex	832101
zen	1463172
aes	874761
sjm	91419
hwm	4281
nice	1003935
wlk	1262823
els	895417
qrvo	1604778
wpp	806968
pkg	75677
abmd	815094
jhx	1159152
sbsw	1786909
bldr	1316835
atasy	1437775
ben	38777
gfi	1172724
mktx	1278021
crl	1100682
bmrn	1048477
gshn	1639327
argx	1697862
pubgy	1050952
aem	2809
avy	8818
chrw	1043277
cpb	16732
jkhy	779152
fico	814547
prdsy	1527249
ipg	51644
nmr	1163653
mas	62996
disca	1437107
gddy	1609711
fnf	1331875
plug	1093691
zg	1617640
elan	1739104
ndsn	72331
lkq	1065696
amh	1562401
lbtya	1570585
w	1616707
rhi	315213
cea	1030475
clf	764065
jxhly	1487533
fhn	36966
aap	1158449
kep	887225
bbwi	701985
cboe	1374310
ares	1176948
has	46080
ptc	857005
ovv	1792580
ctxs	877890
nwsa	1564708
lpla	1397911
grab	1855612
burl	1579298
emraf	1127248
phm	822416
enia	912505
htht	1483994
eqh	1333986
rkuny	1294591
lu	1816007
whr	106640
ffiv	1048695
vivhy	1127055
vtrs	1792044
wtrg	78128
hst	1070750
bap	1001290
dar	916540
logi	1032975
frfhf	915191
mpw	1287865
cna	21175
exas	1124140
lnvgy	932477
csl	790051
hsic	1000228
lyft	1759509
uhs	352915
ggg	42888
ni	1111711
cgnx	851205
ual	100517
rs	861884
dt	1773383
cma	28412
cone	1553023
aer	1378789
afg	1042046
reg	910606
bah	1443646
morn	1289419
fbhs	1519751
wrk	1732845
otex	1002638
xray	818479
glpi	1575965
bntgy	1533945
ihg	858446
lnegy	1437041
uhal	4457
swmay	1011218
jll	1037976
dva	927066
epam	1352010
cube	1298675
lnc	59558
re	1095073
sna	91440
jnpr	1043604
lsi	944314
wsm	719955
tap	24545
kof	910631
wolf	895419
bch	1161125
wso	105016
ewbc	1069157
lamr	1090425
aos	91142
vst	1692819
lumn	18926
rexr	1571283
grfs	1438569
tdoc	1477449
rng	1384905
bsy	1031308
ebr	1439124
pcty	1591698
mmp	1126975
rpm	110621
au	1067428
rrx	82811
alle	1579241
upst	1647639
qgen	1015820
wes	1423902
ptbry	1504122
wfg	1402388
olpx	1868726
brkr	1109354
bep	1533232
znga	1439404
nly	1043219
zion	109380
lad	1023128
sci	89089
cien	936395
dox	1062579
arcc	1287750
tpl	1811074
cnxc	1803599
tpr	1116132
cday	1725057
azpn	929940
snx	1177394
h	1468174
eqt	33213
skm	1015650
afrm	1820953
acm	868857
bz	1842827
chk	895126
rgen	730272
ggb	1073404
glpey	1385535
lii	1069202
aqn	1174169
mtn	812011
hubb	48898
nwl	814453
ogn	1821825
gl	320335
s	1583708
see	1012100
car	723612
fnd	1507079
dqjcy	1446597
thc	70318
agco	880266
jpxgy	1600520
psmmy	1439580
bili	1723690
kkoyy	1436794
ndvly	800928
glob	1557860
tfii	1588823
psxp	1572910
aiz	1267238
aseky	1450206
dscsy	1671750
bsac	1027552
dks	1089063
midd	769520
jazz	1232524
slvyy	930826
uso	1327068
ttc	737758
axon	1069183
wynn	1174922
bki	1627014
aal	6201
gfl	1780232
cflt	1699838
pnr	77360
frt	34903
ccj	1009001
ymm	1838413
mhk	851968
armk	1584509
nrg	1013871
remyy	1552653
hood	1783879
clvt	1764046
cib	1071371
docs	1516513
iac	1800227
cms-pb	201533
knx	1492691
tost	1650164
eslt	1027664
erie	922621
y	775368
dseey	1481045
htz	1657853
bwa	908255
aeg	769218
wal	1212545
st	1477294
cabo	1632127
uelmo	100826
hnp	929058
ivz	914208
hii	1501585
oc	1370946
chdn	20212
pbct	1378946
wms	1604028
ttek	831641
trex	1069878
agl	1831097
cfr	39263
syna	817720
rl	1037038
lea	842162
pstg	1474432
zim	1654126
gme	1326380
gxo	1852244
mat	63276
x	1163302
coup	1385867
cnttq	1652499
lw	1679273
amc	1411579
rgld	85535
dkng	1772757
vno	899689
dbx	1467623
stor	1538990
pnw	764622
asan	1477720
cbsh	22356
gds	1526125
five	1177609
krc	1025996
nbix	914475
cae	1173382
pen	1321732
bsmx	1698287
airc	1820877
manh	1056696
hun	1307954
arw	7536
masi	937556
dlo	1846832
teva	818686
synh	1610950
csan	1430162
wf	1264136
bhc	885590
kss	885639
cpri	1530721
wsc	1647088
rdy	1135951
avlr	1348036
mksi	1049502
usfd	1665918
ori	74260
jef	96223
seic	350894
slv	1330568
pcor	1611052
tx	1342874
prymy	1437672
pfgc	1618673
sofi	1818874
oge	1021635
ar	1433270
bmrry	1671235
atr	896622
tme	1744676
jbl	898293
levi	94845
g	1398659
egp	49600
wh	1722684
rh	1528849
uthr	1082554
penn	921738
lscc	855658
txg	1770787
bfam	1437578
miufy	1447113
cacc	885550
accyy	1049183
alsmy	1062066
pton	1639825
sid	1049659
iot	1642896
kbr	1357615
paa	1070423
fr	921825
chh	1046311
bery	1378992
nyt	71691
hllgy	1674534
xpo	1166003
bj	1531152
fslr	1274494
pag	1019849
nnn	751364
ugi	884614
phi	78150
smg	825542
cchgy	1558633
dxc	1688568
oln	74303
acc	1283630
leco	59527
bncdy	1667075
hcp	1720671
brx	1581068
byd	906553
nxst	1142417
nvst	1757073
wwd	108312
che	19584
site	1650729
bak	1071438
nvcr	1645113
cold	1455863
flex	866374
mdiby	1379481
m	794367
an	350698
isday	1224306
gwre	1528396
oled	1005284
bhvn	1689813
estc	1707753
dnb	1799208
dlb	1308547
gmed	1237831
rcm	1472595
wex	1309108
pltk	1828016
nclh	1513761
plan	1540755
faf	1472787
pnfp	1115055
edr	1766363
nfe	1749723
osk	775158
nov	1021860
pii	931015
wu	1365135
stwd	1465128
lysdy	1444327
gil	1061894
casy	726958
caci	16058
dcp	1338065
snv	18349
stag	1479094
voya	1535929
tndm	1438133
hta	1360604
sf	720672
saia	1177702
cx	1076378
rga	898174
bc	14930
iivi	820318
mp	1801368
pac	1347557
srpt	873303
fcnca	798941
rrc	315852
pdce	77877
bld	1633931
kgc	701818
agnc	1423689
itt	216228
bokf	875357
nvei	1765159
onon	1858985
yndx	1513845
hli	1302215
ohi	888491
ehc	785161
lite	1633978
deck	910521
gntx	355811
bpop	763901
nep	1603145
pega	1013857
bepc	1791863
uaa	1336917
uwmc	1783398
chng	1756497
alv	1034670
rnr	913144
fsk	1422183
fivn	1288847
swch	1710583
plnt	1637207
coty	1024305
ffin	36029
aemmy	1437776
exel	939767
pb	1068851
grub	1792627
gtlb	1653482
post	1530950
ayi	1144215
ksryy	1668501
insp	1609550
smar	1366561
tol	794170
reyn	1786431
cccs	1818201
cohr	21510
gdrx	1809519
cybr	1598110
adt	1703056
vac	1524358
rba	1046102
tixt	1825155
mtdr	1520006
crcby	1553915
dci	29644
twks	1866550
tpx	1206264
gpk	1408075
kt	892450
swav	1642545
fsv	1637810
pso	938323
fybr	20520
dava	1656081
aval	1504764
azta	933974
eme	105634
timb	1826168
cw	26324
alk	766421
lpx	60519
asr	1123452
nlsn	1492633
wb	1595761
lfus	889331
qs	1811414
cfx	1420800
hog	793952
omf	1584207
ntco	1776967
tenb	1660280
lstr	853816
nfg	70145
cr	25445
asnd	1612042
mndy	1845338
rpd	1560327
mgp	1656936
gbci	868671
colm	1050797
orcc	1655888
ssb	764038
gh	1576280
cuz	25232
irt	1466085
src	1308606
dsgx	1050140
skx	1065837
txrh	1289460
hgv	1674168
jsgry	1442656
arna	1080709
ryn	52827
tnet	937098
mur	717423
wcc	929008
sgms	750004
iart	917520
oukpy	1436786
sbs	1170858
flo	1128928
ingr	1046257
dei	1364250
nvt	1720635
roll	1324948
slab	1038074
ubsfy	1446702
asgn	890564
axta	1616862
unm	5513
son	91767
cade	1299939
ipgp	1111928
ida	1057877
tv	912892
paas	771992
vlpny	1378984
mtz	15615
cdk	1609702
achc	1520697
shlx	1610466
nsa	1618563
ozk	1569650
pvh	78239
ppc	802481
vvv	1674910
msa	66570
shc	1822479
ftch	1740915
swn	7332
bkgfy	1447137
eeft	1029199
exp	918646
esi	1590714
vly	714310
docn	1582961
lpl	1290109
cigi	913353
ntnx	1618732
nvax	1000694
stn	1131383
dtm	1842022
hbi	1359841
medp	1668397
legn	1801198
pacw	1102112
clh	822818
mdu	67716
osh	1564406
ntra	1604821
srcl	861878
gps	39911
dooo	1748797
mime	1644675
shi	908732
bxmt	1061630
igt	1619762
run	1469367
yeti	1670592
wtfc	1015328
slg	1040971
phys	1477049
nycb	910073
trno	1476150
gtls	892553
amg	1004434
saic	1571123
vips	1529192
ufpi	912767
slfpy	1370418
powi	833640
nati	935494
mrvi	1823239
man	871763
icui	883984
amed	896262
jhg	1274173
fcn	887936
bipc	1788348
mq	1522540
slm	1032033
amkr	1047127
rog	84748
altr	1701732
aqua	1604643
ssd	920371
irdm	1418819
dna	1830214
chffy	1601994
thg	944695
tsem	928876
anat	1801075
hgty	1840776
is	1837430
expo	851520
wbs	801337
ccmp	1102934
esgr	1363829
tmx	1428875
atus	1702780
ccoey	1551467
bxsl	1736035
hhc	1498828
tdc	816761
sigi	230557
seas	1564902
mxchy	1435969
auy	1264089
unvr	1494319
vg	1272830
ambp	1845097
prgo	1585364
qlys	1107843
leg	58492
aur	1828108
krg	1286043
tgna	39899
ash	1674862
hele	916789
pri	1475922
dds	28917
wk	1445305
halo	1159036
futu	1754581
nari	1531048
infa	1868778
amn	1142750
knsl	1669162
hfc	48039
algm	866291
mituy	1446420
tho	730263
am	1623925
mms	1032220
bwxt	1486957
cig	1157557
carg	1494259
grp-un	1564538
enlc	1592000
tkr	98362
sm	893538
ntla	1652130
civi	1509589
crus	772406
eva	1592057
tfsl	1381668
wts	795403
woof	1826470
ncr	70866
por	784977
cmc	22444
sndr	1692063
mbt	1115837
lazr	1758057
novt	1076930
mtg	876437
nrz	1556593
zd	1084048
ubsi	729986
azihy	1533475
umbf	101382
pycr	1839439
iaa	1745041
rhp	1040829
wen	30697
ncno	1902733
sfbs	1430723
glbe	1835963
sgry	1638833
opch	1014739
ensg	1125376
chpt	1777393
evo	1412558
ogs	1587732
rli	84246
esnt	1448893
adc	917251
atkr	1666138
mndt	1370880
musa	1573516
evr	1360901
bkh	1130464
sim	887153
sam	949870
slgn	849869
mstr	1050446
he	354707
atc	1762459
hwc	750577
mrtx	1576263
hiw	921082
avnt	1122976
btg	1429937
pinc	1577916
vmi	102729
ions	874015
drvn	1804745
mcw	1853513
apg	1796209
bcpc	9326
hxl	717605
axs	1214816
spsc	1092699
hrb	12659
matx	3453
lxp	910108
mlco	1381640
itci	1567514
frsh	1544522
lanc	57515
vsco	1856437
arwr	879407
vrns	1361113
psb	866368
cwk	1628369
wwe	1091907
wd	1497770
ryan	1849253
swx	1692115
hri	1364479
gtes	1718512
tnl	1361658
msm	1003078
spr	1364885
ssrm	921638
chgg	1364954
stvn	1849853
pags	1712807
abg	1144980
umpq	1077771
hqy	1428336
iipr	1677576
foxf	1424929
beam	1745999
njr	356309
lhcg	1303313
trtn	1660734
mgy	1698990
cpg	1545851
alit	1809104
mxl	1288469
seb	88121
chx	1723089
rdn	890926
rare	1515673
cef	1726122
coke	317540
pk	1617406
awi	7431
hp	46765
ely	837465
frpt	1611647
alsn	1411207
tmbby	1531740
ab	825313
r	85961
adrzy	1436467
owl	1823945
cwst	911177
sail	1627857
apls	1492422
curlf	1756770
crox	1334036
nea	1195737
jblu	1158463
kex	56047
ago	1273813
wix	1576789
trq	1158041
cere	1805387
smtc	88941
al	1487712
cnmd	816956
qdel	353569
hasi	1561894
open	1801169
zlab	1704292
hr	899749
rlx	1828365
becn	1124941
azek	1782754
exls	1297989
bl	1666134
ocdx	1828443
cc	1627223
wing	1636222
livn	1639691
peco	1476204
ayx	1689923
avt	8858
celh	1341766
cbt	16040
gatx	40211
dbrg	1679688
hpp	1482512
crsp	1674416
nomd	1651717
glpg	1421876
vnt	1786842
fnb	37808
box	1372612
mtsi	1493594
env	1337619
hypmy	1486749
tcn	1584425
wns	1356570
safm	812128
cri	1060822
newr	1448056
ora	1296445
aple	1418121
zws	1439288
fizz	69891
cvt	1827075
virt	1592386
tmhc	1562476
dv	1819928
irtc	1388658
vrt	1674101
msgs	1636519
vne	1733186
hlf	1180262
psth	1811882
mrcy	1049521
ebc	1810546
fls	30625
appf	1433195
pgny	1551306
indb	776901
meoh	886977
pnm	1108426
apps	317788
dnp	806628
ay	1601072
cbu	723188
jamf	1721947
ucbi	857855
sji	91928
out	1579877
roiv	1635088
onto	704532
epr	1045450
acad	1070494
jwn	72333
hcm	1648257
hayw	1834622
isbc	1594012
ait	109563
sky	90896
neog	711377
fele	38725
den	945764
ifs	1615903
cwen	1567683
msp	1724570
furcf	1559444
viav	912093
gt	42582
taipy	1716957
pch	1338749
appn	1441683
jobs	1295484
pslv	1494728
we	1813756
doc	1574540
krnt	1625791
sfm	1575515
rklb	1819994
abcm	1492074
diod	29002
pegry	1455633
cns	1284812
srad	1836470
bhf	1685040
alks	1520262
aciw	935036
gtbif	1795139
cnx	1070412
smpl	1702744
staa	718937
pzza	901491
dnli	1714899
bb	1070235
coop	933136
lesl	1821806
oaofy	1058255
tcnnf	1754195
hl	719413
mth	833079
be	1664703
psn	275880
cpe	928022
bku	1504008
sr	1126956
homb	1331520
otly	1843586
nsit	932696
mmsi	856982
four	1794669
spb	109177
sitm	1451809
jxn	1822993
dwac	1849635
jbgs	1689796
atco	1794846
expi	1495932
flow	1641991
fhb	36377
val	314808
sig	832988
rezi	1740332
ttec	1013880
nmrk	1690680
fn	1408710
sun	1552275
lope	1434588
frhc	924805
lnth	1521036
six	701374
bnl	1424182
dq	1477641
asb	7789
mant	892537
ihs	1876183
pfsi	1745916
neu	1282637
irdey	1530256
ful	39368
laz	1311370
jbt	1433660
kfy	56679
nsp	1000753
bcucy	1581285
sum	1621563
crc	1609253
erf	1126874
brze	1676238
bzzuy	1437774
qtwo	1410384
cnm	1856525
caty	861842
athm	1527636
btu	1064728
hi	1417398
nvg	1090116
kbh	795266
gpi	1031203
nwe	73088
ale	66756
ppbi	1028918
arvn	1655759
asai	1834048
wbt	1650962
sitc	894315
nad	1083839
iq	1722608
fti	1681459
unf	717954
ael	1039828
vsat	797721
joe	745308
sxt	310142
bbu	1654795
kmpr	860748
prft	1085869
lspd	1823306
dufry	1546354
flr	1124198
adnt	1670541
bpmc	1597264
xrx	1770450
bco	78890
sstk	1549346
bmbl	1830043
ati	1018963
wsfs	828944
boh	46195
knbe	1664998
lthm	1742924
act	1823529
trup	1371285
shoo	913241
ava	104918
wll	1255474
alrm	1459200
fcfs	840489
sono	1314727
abcb	351569
eqc	803649
pten	889900
ibtx	1564618
mc	1596967
rnw	1848763
amrc	1488139
mac	912242
crct	1828962
whd	1699136
awr	1056903
omi	75252
yy	1530238
pcrx	1396814
amba	1280263
vrnt	1166388
si	1312109
unit	1620280
safe	1688852
rvlv	1746618
fsr	1720990
spt	1517375
vet	1293135
hain	910406
klic	56978
lfst	1845257
egfey	1437178
wtm	776867
eye	1710155
hmy	1023514
mli	89439
kwr	81362
sfnc	90498
sem	1320414
webr	1857951
vicr	751978
golf	1672013
nni	1258602
psec	1287032
sqsp	1496963
ag	1308648
tcbi	1077428
lgf-a	929351
ajrd	40888
cpa	1345105
cert	1827090
mdc	773141
tkc	1071321
cvbf	354647
cixx	1829948
pwsc	1835681
jjsf	785956
abm	771497
fun	811532
aeis	927003
ofc	860546
fate	1434316
form	1039399
pdco	891024
lkncy	1767582
lgih	1580670
cwan	1866368
atrc	1323885
agi	1178819
blkb	1280058
cwt	1035201
twnk	1644406
sbra	1492298
rmbs	917273
eprt	1728951
regi	1463258
kw	1408100
fix	1035983
esmt	1863105
dorm	868780
angi	1705110
bcc	1328581
etrn	1747009
vir	1706431
calx	1406666
cxm	1569345
aeo	919012
ccoi	1158324
lcii	763744
ugp	1094972
cytk	1061983
ads	1101215
fhi	1056288
wor	108516
dbc	1328237
aatp	1713210
stne	1745431
albky	902102
ken	1611005
wern	793074
task	1829864
mcy	64996
lac	1440972
hae	313143
trip	1526520
main	1396440
focs	1651052
fl	850209
ax	1299709
pbh	1295947
trn	99780
dct	1160951
hubg	940942
cvac	1809122
aub	883948
cgau	1854640
vc	1111335
inmd	1742692
brp	1781755
krtx	1771917
ens	1289308
ibp	1580905
cvlt	1169561
gef	43920
spwr	867773
wrby	1504776
arnc	1790982
crvl	874866
bcrx	882796
hlne	1433642
onb	707179
vsbc	1697884
sblk	1386716
nuva	1142596
cno	1224608
mlkn	66382
bldp	1453015
inst	1841804
cim	1409493
sg	1477815
bvn	1013131
sfrgy	1571549
trox	1530804
nvmi	1109345
rrr	1653653
peb	1474098
oas	1486159
cbrl	1067294
iijiy	1090633
bmi	9092
rusha	1012019
sabr	1597033
ghc	104889
wdfc	105132
aaon	824142
evtc	1559865
ihrt	1400891
aso	1817358
mnso	1815846
algt	1362468
go	1771515
ggal	1114700
fult	700564
duol	1562088
mog-a	67887
olli	1639300
dsey	1831617
pvg	1508844
joby	1819848
ramp	733269
exg	1379438
upwk	1627475
ee	1888447
skin	1818093
rig	1451505
fwrd	912728
jw-a	107140
jteky	1446661
lz	1286139
ain	819793
comp	1563190
mgee	1161728
mpln	1793229
dy	67215
ipar	822663
ias	1842718
omab	1378239
cort	1088856
bynd	1655210
insm	1104506
nkla	1731289
vsh	103730
colb	887343
ccu	888746
cnr	883902
uilcy	1449580
itgr	1114483
lth	1869198
shak	1620533
tex	97216
hmhc	1580156
tac	1144800
gbdc	1476765
aimc	1374535
kd	1867072
navi	1593538
abr	1253986
flyw	1580560
prva	1759655
cgc	1737927
cenx	949157
lbrt	1694028
aca	1739445
etwo	1800347
mdrx	1124804
ottr	1466593
btegf	1279495
iboc	315709
csq	1275214
qfin	1741530
axnx	1603756
fbp	1057706
ulcc	1670076
bsm	1621434
eaf	931148
esba	1553079
goos	1690511
sanm	897723
vrrm	1682745
nhi	877860
epay	1073349
utf	1275617
lob	1462120
pd	1568100
gkos	1192448
fvrr	1762301
kos	1509991
kmt	55242
apgt	1353538
bdc	913142
cstm	1563411
